id,title,company,location,salary,description
IND237,DevOps Engineer,TCS,Mumbai,₹23LPA,"We are hiring a DevOps Engineer at TCS. The candidate must have strong experience in C++, Data Structures, Algorithms, Linux. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Mumbai."
IND238,DevOps Engineer,Freshworks,Gurugram,₹29LPA,"We are hiring a DevOps Engineer at Freshworks. The candidate must have strong experience in Java, Spring Boot, Microservices, MySQL. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Gurugram."
IND239,Data Scientist,Swiggy,Chennai,₹8LPA,"We are hiring a Data Scientist at Swiggy. The candidate must have strong experience in Angular, TypeScript, HTML, CSS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Chennai."
IND240,Software Engineer,Ola,Bangalore,₹16LPA,"We are hiring a Software Engineer at Ola. The candidate must have strong experience in Java, Spring Boot, Microservices, MySQL. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Bangalore."
IND241,DevOps Engineer,Wipro,Noida,₹15LPA,"We are hiring a DevOps Engineer at Wipro. The candidate must have strong experience in Angular, TypeScript, HTML, CSS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Noida."
IND242,Data Scientist,Swiggy,Remote,₹17LPA,"We are hiring a Data Scientist at Swiggy. The candidate must have strong experience in Python, Django, PostgreSQL, AWS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Remote."
IND243,Software Engineer,Zomato,Pune,₹13LPA,"We are hiring a Software Engineer at Zomato. The candidate must have strong experience in Docker, Kubernetes, Terraform, AWS CI/CD. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Pune."
IND244,Frontend Developer,Wipro,Mumbai,₹30LPA,"We are hiring a Frontend Developer at Wipro. The candidate must have strong experience in Java, Spring Boot, Microservices, MySQL. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Mumbai."
IND245,Product Manager,Ola,Noida,₹28LPA,"We are hiring a Product Manager at Ola. The candidate must have strong experience in Java, Spring Boot, Microservices, MySQL. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Noida."
IND246,Machine Learning Engineer,Paytm,Mumbai,₹18LPA,"We are hiring a Machine Learning Engineer at Paytm. The candidate must have strong experience in Angular, TypeScript, HTML, CSS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Mumbai."
IND247,Backend Developer,TCS,Noida,₹17LPA,"We are hiring a Backend Developer at TCS. The candidate must have strong experience in React, Node.js, Express, MongoDB. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Noida."
IND248,Software Engineer,Freshworks,Mumbai,₹28LPA,"We are hiring a Software Engineer at Freshworks. The candidate must have strong experience in React, Node.js, Express, MongoDB. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Mumbai."
IND249,Data Scientist,Wipro,Pune,₹14LPA,"We are hiring a Data Scientist at Wipro. The candidate must have strong experience in Docker, Kubernetes, Terraform, AWS CI/CD. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Pune."
IND250,DevOps Engineer,Flipkart,Pune,₹8LPA,"We are hiring a DevOps Engineer at Flipkart. The candidate must have strong experience in Java, Spring Boot, Microservices, MySQL. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Pune."
IND251,Data Scientist,Paytm,Remote,₹11LPA,"We are hiring a Data Scientist at Paytm. The candidate must have strong experience in C++, Data Structures, Algorithms, Linux. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Remote."
IND252,Frontend Developer,Freshworks,Remote,₹14LPA,"We are hiring a Frontend Developer at Freshworks. The candidate must have strong experience in C++, Data Structures, Algorithms, Linux. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Remote."
IND253,Frontend Developer,TCS,Noida,₹23LPA,"We are hiring a Frontend Developer at TCS. The candidate must have strong experience in Java, Spring Boot, Microservices, MySQL. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Noida."
IND254,Product Manager,Zomato,Gurugram,₹7LPA,"We are hiring a Product Manager at Zomato. The candidate must have strong experience in React, Node.js, Express, MongoDB. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Gurugram."
IND255,Data Scientist,Tech Mahindra,Gurugram,₹21LPA,"We are hiring a Data Scientist at Tech Mahindra. The candidate must have strong experience in Python, TensorFlow, PyTorch, Scikit-learn. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Gurugram."
IND256,Machine Learning Engineer,Ola,Remote,₹7LPA,"We are hiring a Machine Learning Engineer at Ola. The candidate must have strong experience in Angular, TypeScript, HTML, CSS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Remote."
IND257,Software Engineer,Freshworks,Pune,₹18LPA,"We are hiring a Software Engineer at Freshworks. The candidate must have strong experience in C++, Data Structures, Algorithms, Linux. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Pune."
IND258,Software Engineer,Flipkart,Pune,₹11LPA,"We are hiring a Software Engineer at Flipkart. The candidate must have strong experience in Docker, Kubernetes, Terraform, AWS CI/CD. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Pune."
IND259,Frontend Developer,TCS,Noida,₹28LPA,"We are hiring a Frontend Developer at TCS. The candidate must have strong experience in Docker, Kubernetes, Terraform, AWS CI/CD. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Noida."
IND260,DevOps Engineer,Freshworks,Remote,₹13LPA,"We are hiring a DevOps Engineer at Freshworks. The candidate must have strong experience in React, Node.js, Express, MongoDB. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Remote."
IND261,Software Engineer,Swiggy,Mumbai,₹18LPA,"We are hiring a Software Engineer at Swiggy. The candidate must have strong experience in React, Node.js, Express, MongoDB. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Mumbai."
IND262,DevOps Engineer,Flipkart,Gurugram,₹20LPA,"We are hiring a DevOps Engineer at Flipkart. The candidate must have strong experience in Java, Spring Boot, Microservices, MySQL. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Gurugram."
IND263,Data Scientist,Infosys,Remote,₹24LPA,"We are hiring a Data Scientist at Infosys. The candidate must have strong experience in Docker, Kubernetes, Terraform, AWS CI/CD. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Remote."
IND264,DevOps Engineer,Paytm,Pune,₹15LPA,"We are hiring a DevOps Engineer at Paytm. The candidate must have strong experience in Angular, TypeScript, HTML, CSS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Pune."
IND265,DevOps Engineer,Zomato,Noida,₹15LPA,"We are hiring a DevOps Engineer at Zomato. The candidate must have strong experience in React, Node.js, Express, MongoDB. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Noida."
IND266,Software Engineer,Freshworks,Chennai,₹26LPA,"We are hiring a Software Engineer at Freshworks. The candidate must have strong experience in Python, Django, PostgreSQL, AWS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Chennai."
IND267,Machine Learning Engineer,Tech Mahindra,Pune,₹16LPA,"We are hiring a Machine Learning Engineer at Tech Mahindra. The candidate must have strong experience in Docker, Kubernetes, Terraform, AWS CI/CD. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Pune."
IND268,Machine Learning Engineer,Zoho,Pune,₹20LPA,"We are hiring a Machine Learning Engineer at Zoho. The candidate must have strong experience in Python, TensorFlow, PyTorch, Scikit-learn. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Pune."
IND269,Backend Developer,Infosys,Chennai,₹13LPA,"We are hiring a Backend Developer at Infosys. The candidate must have strong experience in Python, TensorFlow, PyTorch, Scikit-learn. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Chennai."
IND270,Product Manager,Infosys,Noida,₹26LPA,"We are hiring a Product Manager at Infosys. The candidate must have strong experience in Docker, Kubernetes, Terraform, AWS CI/CD. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Noida."
IND271,Software Engineer,HCL,Pune,₹19LPA,"We are hiring a Software Engineer at HCL. The candidate must have strong experience in React, Node.js, Express, MongoDB. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Pune."
IND272,Data Scientist,Swiggy,Remote,₹28LPA,"We are hiring a Data Scientist at Swiggy. The candidate must have strong experience in Python, TensorFlow, PyTorch, Scikit-learn. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Remote."
IND273,Product Manager,Tech Mahindra,Chennai,₹8LPA,"We are hiring a Product Manager at Tech Mahindra. The candidate must have strong experience in Python, Django, PostgreSQL, AWS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Chennai."
IND274,Frontend Developer,Zoho,Noida,₹5LPA,"We are hiring a Frontend Developer at Zoho. The candidate must have strong experience in Python, Django, PostgreSQL, AWS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Noida."
IND275,Machine Learning Engineer,Freshworks,Noida,₹10LPA,"We are hiring a Machine Learning Engineer at Freshworks. The candidate must have strong experience in Java, Spring Boot, Microservices, MySQL. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Noida."
IND276,Data Scientist,HCL,Pune,₹18LPA,"We are hiring a Data Scientist at HCL. The candidate must have strong experience in Python, Django, PostgreSQL, AWS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Pune."
IND277,Backend Developer,Wipro,Noida,₹19LPA,"We are hiring a Backend Developer at Wipro. The candidate must have strong experience in Java, Spring Boot, Microservices, MySQL. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Noida."
IND278,Data Scientist,Zoho,Noida,₹23LPA,"We are hiring a Data Scientist at Zoho. The candidate must have strong experience in C++, Data Structures, Algorithms, Linux. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Noida."
IND279,Backend Developer,Swiggy,Remote,₹24LPA,"We are hiring a Backend Developer at Swiggy. The candidate must have strong experience in Angular, TypeScript, HTML, CSS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Remote."
IND280,Software Engineer,TCS,Mumbai,₹12LPA,"We are hiring a Software Engineer at TCS. The candidate must have strong experience in Java, Spring Boot, Microservices, MySQL. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Mumbai."
IND281,Product Manager,Freshworks,Bangalore,₹20LPA,"We are hiring a Product Manager at Freshworks. The candidate must have strong experience in Java, Spring Boot, Microservices, MySQL. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Bangalore."
IND282,Backend Developer,Freshworks,Noida,₹6LPA,"We are hiring a Backend Developer at Freshworks. The candidate must have strong experience in C++, Data Structures, Algorithms, Linux. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Noida."
IND283,Product Manager,Paytm,Pune,₹28LPA,"We are hiring a Product Manager at Paytm. The candidate must have strong experience in Python, TensorFlow, PyTorch, Scikit-learn. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Pune."
IND284,Product Manager,Zomato,Hyderabad,₹20LPA,"We are hiring a Product Manager at Zomato. The candidate must have strong experience in Java, Spring Boot, Microservices, MySQL. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Hyderabad."
IND285,DevOps Engineer,Ola,Gurugram,₹6LPA,"We are hiring a DevOps Engineer at Ola. The candidate must have strong experience in C++, Data Structures, Algorithms, Linux. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Gurugram."
IND286,DevOps Engineer,Zomato,Bangalore,₹8LPA,"We are hiring a DevOps Engineer at Zomato. The candidate must have strong experience in Python, TensorFlow, PyTorch, Scikit-learn. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Bangalore."
IND287,Backend Developer,Zoho,Gurugram,₹12LPA,"We are hiring a Backend Developer at Zoho. The candidate must have strong experience in React, Node.js, Express, MongoDB. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Gurugram."
IND288,Backend Developer,Flipkart,Noida,₹21LPA,"We are hiring a Backend Developer at Flipkart. The candidate must have strong experience in Python, TensorFlow, PyTorch, Scikit-learn. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Noida."
IND289,Product Manager,HCL,Hyderabad,₹20LPA,"We are hiring a Product Manager at HCL. The candidate must have strong experience in Docker, Kubernetes, Terraform, AWS CI/CD. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Hyderabad."
IND290,Data Scientist,Infosys,Bangalore,₹5LPA,"We are hiring a Data Scientist at Infosys. The candidate must have strong experience in React, Node.js, Express, MongoDB. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Bangalore."
IND291,DevOps Engineer,Zoho,Noida,₹25LPA,"We are hiring a DevOps Engineer at Zoho. The candidate must have strong experience in Python, Django, PostgreSQL, AWS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Noida."
IND292,Software Engineer,Flipkart,Gurugram,₹17LPA,"We are hiring a Software Engineer at Flipkart. The candidate must have strong experience in Java, Spring Boot, Microservices, MySQL. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Gurugram."
IND293,Frontend Developer,Zoho,Pune,₹30LPA,"We are hiring a Frontend Developer at Zoho. The candidate must have strong experience in Docker, Kubernetes, Terraform, AWS CI/CD. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Pune."
IND294,Backend Developer,Ola,Remote,₹10LPA,"We are hiring a Backend Developer at Ola. The candidate must have strong experience in C++, Data Structures, Algorithms, Linux. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Remote."
IND295,Software Engineer,Infosys,Remote,₹15LPA,"We are hiring a Software Engineer at Infosys. The candidate must have strong experience in React, Node.js, Express, MongoDB. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Remote."
IND296,Machine Learning Engineer,Freshworks,Gurugram,₹12LPA,"We are hiring a Machine Learning Engineer at Freshworks. The candidate must have strong experience in React, Node.js, Express, MongoDB. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Gurugram."
IND297,Data Scientist,Flipkart,Noida,₹23LPA,"We are hiring a Data Scientist at Flipkart. The candidate must have strong experience in Python, TensorFlow, PyTorch, Scikit-learn. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Noida."
IND298,Frontend Developer,Zomato,Noida,₹26LPA,"We are hiring a Frontend Developer at Zomato. The candidate must have strong experience in Python, Django, PostgreSQL, AWS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Noida."
IND299,Machine Learning Engineer,Zoho,Mumbai,₹21LPA,"We are hiring a Machine Learning Engineer at Zoho. The candidate must have strong experience in React, Node.js, Express, MongoDB. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Mumbai."
IND300,Frontend Developer,Swiggy,Hyderabad,₹30LPA,"We are hiring a Frontend Developer at Swiggy. The candidate must have strong experience in Docker, Kubernetes, Terraform, AWS CI/CD. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Hyderabad."
IND301,Machine Learning Engineer,Wipro,Hyderabad,₹10LPA,"We are hiring a Machine Learning Engineer at Wipro. The candidate must have strong experience in React, Node.js, Express, MongoDB. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Hyderabad."
IND302,DevOps Engineer,Ola,Pune,₹11LPA,"We are hiring a DevOps Engineer at Ola. The candidate must have strong experience in Python, Django, PostgreSQL, AWS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Pune."
IND303,DevOps Engineer,Zoho,Pune,₹25LPA,"We are hiring a DevOps Engineer at Zoho. The candidate must have strong experience in Java, Spring Boot, Microservices, MySQL. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Pune."
IND304,Frontend Developer,Zomato,Bangalore,₹10LPA,"We are hiring a Frontend Developer at Zomato. The candidate must have strong experience in Python, Django, PostgreSQL, AWS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Bangalore."
IND305,Data Scientist,Freshworks,Gurugram,₹22LPA,"We are hiring a Data Scientist at Freshworks. The candidate must have strong experience in Python, TensorFlow, PyTorch, Scikit-learn. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Gurugram."
IND306,Software Engineer,TCS,Mumbai,₹22LPA,"We are hiring a Software Engineer at TCS. The candidate must have strong experience in Python, TensorFlow, PyTorch, Scikit-learn. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Mumbai."
IND307,Machine Learning Engineer,Zoho,Bangalore,₹22LPA,"We are hiring a Machine Learning Engineer at Zoho. The candidate must have strong experience in Java, Spring Boot, Microservices, MySQL. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Bangalore."
IND308,Backend Developer,TCS,Pune,₹20LPA,"We are hiring a Backend Developer at TCS. The candidate must have strong experience in Angular, TypeScript, HTML, CSS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Pune."
IND309,Machine Learning Engineer,Paytm,Bangalore,₹15LPA,"We are hiring a Machine Learning Engineer at Paytm. The candidate must have strong experience in C++, Data Structures, Algorithms, Linux. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Bangalore."
IND310,Software Engineer,Ola,Pune,₹7LPA,"We are hiring a Software Engineer at Ola. The candidate must have strong experience in Python, Django, PostgreSQL, AWS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Pune."
IND311,Machine Learning Engineer,Infosys,Hyderabad,₹18LPA,"We are hiring a Machine Learning Engineer at Infosys. The candidate must have strong experience in C++, Data Structures, Algorithms, Linux. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Hyderabad."
IND312,Data Scientist,Flipkart,Hyderabad,₹26LPA,"We are hiring a Data Scientist at Flipkart. The candidate must have strong experience in Angular, TypeScript, HTML, CSS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Hyderabad."
IND313,Machine Learning Engineer,Ola,Gurugram,₹19LPA,"We are hiring a Machine Learning Engineer at Ola. The candidate must have strong experience in C++, Data Structures, Algorithms, Linux. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Gurugram."
IND314,Data Scientist,Zomato,Pune,₹13LPA,"We are hiring a Data Scientist at Zomato. The candidate must have strong experience in Python, Django, PostgreSQL, AWS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Pune."
IND315,DevOps Engineer,Swiggy,Gurugram,₹26LPA,"We are hiring a DevOps Engineer at Swiggy. The candidate must have strong experience in C++, Data Structures, Algorithms, Linux. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Gurugram."
IND316,Backend Developer,Swiggy,Gurugram,₹12LPA,"We are hiring a Backend Developer at Swiggy. The candidate must have strong experience in Python, Django, PostgreSQL, AWS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Gurugram."
IND317,Machine Learning Engineer,Zomato,Pune,₹20LPA,"We are hiring a Machine Learning Engineer at Zomato. The candidate must have strong experience in Python, Django, PostgreSQL, AWS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Pune."
IND318,Data Scientist,TCS,Gurugram,₹20LPA,"We are hiring a Data Scientist at TCS. The candidate must have strong experience in C++, Data Structures, Algorithms, Linux. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Gurugram."
IND319,Product Manager,HCL,Mumbai,₹21LPA,"We are hiring a Product Manager at HCL. The candidate must have strong experience in C++, Data Structures, Algorithms, Linux. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Mumbai."
IND320,Frontend Developer,Zomato,Hyderabad,₹16LPA,"We are hiring a Frontend Developer at Zomato. The candidate must have strong experience in Python, TensorFlow, PyTorch, Scikit-learn. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Hyderabad."
IND321,Backend Developer,Freshworks,Bangalore,₹25LPA,"We are hiring a Backend Developer at Freshworks. The candidate must have strong experience in Python, TensorFlow, PyTorch, Scikit-learn. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Bangalore."
IND322,Frontend Developer,TCS,Hyderabad,₹15LPA,"We are hiring a Frontend Developer at TCS. The candidate must have strong experience in Docker, Kubernetes, Terraform, AWS CI/CD. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Hyderabad."
IND323,Machine Learning Engineer,Ola,Chennai,₹15LPA,"We are hiring a Machine Learning Engineer at Ola. The candidate must have strong experience in Angular, TypeScript, HTML, CSS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Chennai."
IND324,Frontend Developer,Ola,Bangalore,₹6LPA,"We are hiring a Frontend Developer at Ola. The candidate must have strong experience in React, Node.js, Express, MongoDB. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Bangalore."
IND325,Machine Learning Engineer,Zomato,Bangalore,₹7LPA,"We are hiring a Machine Learning Engineer at Zomato. The candidate must have strong experience in Python, Django, PostgreSQL, AWS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Bangalore."
IND326,Frontend Developer,Zomato,Bangalore,₹26LPA,"We are hiring a Frontend Developer at Zomato. The candidate must have strong experience in Python, Django, PostgreSQL, AWS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Bangalore."
IND327,Backend Developer,Zomato,Remote,₹24LPA,"We are hiring a Backend Developer at Zomato. The candidate must have strong experience in Python, Django, PostgreSQL, AWS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Remote."
IND328,Product Manager,HCL,Gurugram,₹30LPA,"We are hiring a Product Manager at HCL. The candidate must have strong experience in Angular, TypeScript, HTML, CSS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Gurugram."
IND329,Machine Learning Engineer,Infosys,Mumbai,₹19LPA,"We are hiring a Machine Learning Engineer at Infosys. The candidate must have strong experience in C++, Data Structures, Algorithms, Linux. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Mumbai."
IND330,Machine Learning Engineer,TCS,Pune,₹15LPA,"We are hiring a Machine Learning Engineer at TCS. The candidate must have strong experience in Docker, Kubernetes, Terraform, AWS CI/CD. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Pune."
IND331,Data Scientist,HCL,Mumbai,₹29LPA,"We are hiring a Data Scientist at HCL. The candidate must have strong experience in React, Node.js, Express, MongoDB. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Mumbai."
IND332,DevOps Engineer,TCS,Mumbai,₹6LPA,"We are hiring a DevOps Engineer at TCS. The candidate must have strong experience in Angular, TypeScript, HTML, CSS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Mumbai."
IND333,Machine Learning Engineer,Infosys,Chennai,₹9LPA,"We are hiring a Machine Learning Engineer at Infosys. The candidate must have strong experience in Python, TensorFlow, PyTorch, Scikit-learn. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Chennai."
IND334,DevOps Engineer,Flipkart,Remote,₹7LPA,"We are hiring a DevOps Engineer at Flipkart. The candidate must have strong experience in Python, Django, PostgreSQL, AWS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Remote."
IND335,Frontend Developer,Swiggy,Remote,₹25LPA,"We are hiring a Frontend Developer at Swiggy. The candidate must have strong experience in Java, Spring Boot, Microservices, MySQL. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Remote."
IND336,Software Engineer,Wipro,Noida,₹21LPA,"We are hiring a Software Engineer at Wipro. The candidate must have strong experience in Angular, TypeScript, HTML, CSS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Noida."
IND337,Backend Developer,Infosys,Chennai,₹18LPA,"We are hiring a Backend Developer at Infosys. The candidate must have strong experience in Docker, Kubernetes, Terraform, AWS CI/CD. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Chennai."
IND338,DevOps Engineer,Infosys,Pune,₹11LPA,"We are hiring a DevOps Engineer at Infosys. The candidate must have strong experience in Java, Spring Boot, Microservices, MySQL. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Pune."
IND339,Product Manager,Tech Mahindra,Bangalore,₹20LPA,"We are hiring a Product Manager at Tech Mahindra. The candidate must have strong experience in Python, TensorFlow, PyTorch, Scikit-learn. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Bangalore."
IND340,Backend Developer,Zomato,Noida,₹13LPA,"We are hiring a Backend Developer at Zomato. The candidate must have strong experience in Docker, Kubernetes, Terraform, AWS CI/CD. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Noida."
IND341,DevOps Engineer,Freshworks,Hyderabad,₹17LPA,"We are hiring a DevOps Engineer at Freshworks. The candidate must have strong experience in C++, Data Structures, Algorithms, Linux. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Hyderabad."
IND342,DevOps Engineer,Zoho,Pune,₹20LPA,"We are hiring a DevOps Engineer at Zoho. The candidate must have strong experience in Python, TensorFlow, PyTorch, Scikit-learn. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Pune."
IND343,Machine Learning Engineer,Tech Mahindra,Chennai,₹23LPA,"We are hiring a Machine Learning Engineer at Tech Mahindra. The candidate must have strong experience in Docker, Kubernetes, Terraform, AWS CI/CD. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Chennai."
IND344,Data Scientist,Wipro,Noida,₹21LPA,"We are hiring a Data Scientist at Wipro. The candidate must have strong experience in Python, Django, PostgreSQL, AWS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Noida."
IND345,Frontend Developer,Zomato,Remote,₹17LPA,"We are hiring a Frontend Developer at Zomato. The candidate must have strong experience in Python, TensorFlow, PyTorch, Scikit-learn. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Remote."
IND346,Frontend Developer,Zoho,Pune,₹7LPA,"We are hiring a Frontend Developer at Zoho. The candidate must have strong experience in React, Node.js, Express, MongoDB. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Pune."
IND347,Data Scientist,Zoho,Remote,₹10LPA,"We are hiring a Data Scientist at Zoho. The candidate must have strong experience in Python, Django, PostgreSQL, AWS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Remote."
IND348,Backend Developer,Ola,Noida,₹10LPA,"We are hiring a Backend Developer at Ola. The candidate must have strong experience in Angular, TypeScript, HTML, CSS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Noida."
IND349,Machine Learning Engineer,Infosys,Chennai,₹24LPA,"We are hiring a Machine Learning Engineer at Infosys. The candidate must have strong experience in Python, Django, PostgreSQL, AWS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Chennai."
IND350,Data Scientist,Zoho,Chennai,₹8LPA,"We are hiring a Data Scientist at Zoho. The candidate must have strong experience in Python, TensorFlow, PyTorch, Scikit-learn. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Chennai."
IND351,Machine Learning Engineer,Zoho,Remote,₹17LPA,"We are hiring a Machine Learning Engineer at Zoho. The candidate must have strong experience in Python, TensorFlow, PyTorch, Scikit-learn. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Remote."
IND352,Machine Learning Engineer,TCS,Mumbai,₹28LPA,"We are hiring a Machine Learning Engineer at TCS. The candidate must have strong experience in Python, Django, PostgreSQL, AWS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Mumbai."
IND353,Data Scientist,TCS,Pune,₹22LPA,"We are hiring a Data Scientist at TCS. The candidate must have strong experience in React, Node.js, Express, MongoDB. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Pune."
IND354,Machine Learning Engineer,Ola,Pune,₹18LPA,"We are hiring a Machine Learning Engineer at Ola. The candidate must have strong experience in Docker, Kubernetes, Terraform, AWS CI/CD. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Pune."
