id,title,company,location,salary,description
NAU_301302, Security Test Lead ,Naukri Listed Company,Hyderabad, Not Disclosed by Recruiter ," Security Test Lead  Programming & Design  MS SQL| Security testing| PHP| Struts| J2Ee| Perl| Application development| application architecture| Oracle| Ajax IT Software - Application Programming , Maintenance IT-Software, Software Services 6 - 9 yrs"
NAU_714161, System Administrator,Naukri Listed Company,"Bengaluru,Bengaluru / Bangalore", Not Disclosed by Recruiter ," System Administrator Admin/Maintenance/Security/Datawarehousing  area| system administrator| functional| operating systems| windows server 2003| capacity| primary IT Software - Network Administration , Security IT-Software, Software Services 1 - 3 yrs"
NAU_653579, HiL Engineer Modelling and Simulation,Naukri Listed Company,"Bengaluru,Hosur", Not Disclosed by Recruiter ," HiL Engineer Modelling and Simulation Engineering Design  Instrumentation| Automotive| Simulation| Powertrain| MATLAB| Analytical| Mechatronics| Simulink| Diagnostics| Change management Engineering Design , R&D Automobile, Auto Anciliary, Auto Components 1 - 6 yrs"
NAU_522339, territory manager,Naukri Listed Company,"Nagpur,Pune", Not Disclosed by Recruiter ," territory manager Retail Sales  Chemical| Water treatment| Prospecting| Process Associate| Technical management| Business management| Application| Base| Chemistry Sales , Retail , Business Development Industrial Products, Heavy Machinery 4 - 6 yrs"
NAU_679390, Web Tech Lead,Naukri Listed Company,Mumbai, Not Disclosed by Recruiter ," Web Tech Lead Programming & Design  build automation| jQuery| Web services| Coding| Web application| MySQL| Cloud| Design development| PHP| Ajax IT Software - Application Programming , Maintenance Media, Entertainment, Internet 4 - 9 yrs"
NAU_674450, Cloud QA Specialist,Naukri Listed Company,Bengaluru, Not Disclosed by Recruiter ," Cloud QA Specialist Programming & Design  Unix| Linux| Python| Networking| Computer science| Shell scripting| Agile| VMware| KVM| orchestration IT Software - QA & Testing IT-Software, Software Services 6 - 11 yrs"
NAU_502894, Hiring for Bancassurance - Aditya Birla sun life Insurance,Naukri Listed Company,"Bengaluru,Chennai,Hyderabad,Mangalore"," 2,00,000 - 3,00,000 PA. "," Hiring for Bancassurance - Aditya Birla sun life Insurance Retail Sales  sales management| direct sales| telemarketing| outbound sales| direct marketing| sales marketing| marketing executive| sales officer| insurance sales| Agency Manager| Telesales| Unit Sales Manager Sales , Retail , Business Development Banking, Financial Services, Broking 0 - 3 yrs"
NAU_206390, Content Developer,Naukri Listed Company,Delhi, Not Disclosed by Recruiter ," Content Developer Content Development  E-learning| MS Office| CV| Email| Customer Executive| Content| Typing| Mail| PDF| Networking skills Journalism , Editing , Content Education, Teaching, Training 0 - 7 yrs"
NAU_711484, Relationship Officer,Naukri Listed Company,Mumbai," 1,00,000 - 2,25,000 PA. "," Relationship Officer Retail/Personal Banking  relationship officer| Relationship Manager| relationship executive| Sales Officer| sales executive Financial Services , Banking , Investments , Insurance Banking, Financial Services, Broking 0 - 2 yrs"
NAU_352106, Opening For As400 Developer @ Pune,Naukri Listed Company,Pune, Not Disclosed by Recruiter ," Opening For As400 Developer @ Pune Programming & Design  Db2| Core Banking| Cobol| Computer Science| RPG| AS400| Corporate Banking| ISERIES IT Software - Application Programming , Maintenance IT-Software, Software Services 5 - 10 yrs"
NAU_194094, Abintiio Data Warehouse Tech Lead/ Architect,Naukri Listed Company,"Bengaluru,Gurgaon", Not Disclosed by Recruiter ," Abintiio Data Warehouse Tech Lead/ Architect Programming & Design  data science| Unix| HTML| Perl| Android| Shell scripting| Data modeling| RDBMS| Stored procedures| Analytics IT Software - Application Programming , Maintenance Medical, Healthcare, Hospitals 10 - 15 yrs"
NAU_908773, SAP FICO-S4 Hana Professional | Invenio Business Solutions,Naukri Listed Company,"Navi Mumbai,Noida", Not Disclosed by Recruiter ," SAP FICO-S4 Hana Professional | Invenio Business Solutions Programming & Design  copa| sap fico| integration| implementation| fi| fico| co| controlling| S4Hana| S4H| S / 4 HANA| central finance IT Software - Other IT-Software, Software Services 5 - 10 yrs"
NAU_920319, Tele - Sales Executive (Subscription),Naukri Listed Company,Mumbai, Not Disclosed by Recruiter ," Tele - Sales Executive (Subscription) Sales Support  selling| computer knowledge| sales executive| good computer knowledge| tele sales| internet knowledge| internet| good communication| follow up| do Sales , Retail , Business Development Media, Entertainment, Internet 1 - 4 yrs"
NAU_705716, Merchant Exports Manager - Chemical / Oil & Gas Industry -,Naukri Listed Company,Ahmedabad, Not Disclosed by Recruiter ," Merchant Exports Manager - Chemical / Oil & Gas Industry - Retail Sales  Procurement| Water treatment| ERP| Export import| Labour laws| International marketing| Merchandising| SEO| Petrochemical| Recruitment Sales , Retail , Business Development Recruitment, Staffing 7 - 12 yrs"
NAU_473115, SQL Trainee Developer,Naukri Listed Company,Pune, Not Disclosed by Recruiter ," SQL Trainee Developer Programming & Design  SQL| PHP| Android| ERP| PLM| Computer science| Downstream| UI testing| Object oriented programming| Web designing IT Software - Application Programming , Maintenance IT-Software, Software Services 0 - 1 yrs"
NAU_306235, Hindi Call Center ( CCE )Bpo |data Entry | Technical Support | Backend,Naukri Listed Company,"Delhi NCR,Pune"," 1,75,000 - 3,00,000 PA. "," Hindi Call Center ( CCE )Bpo |data Entry | Technical Support | Backend Voice  international bpo| cce| calling| backend| technical support| data entry| computer operator| Field Executive| Chat Process| Email Support| Fresher ITES , BPO , KPO , LPO , Customer Service , Operations BPO, Call Centre, ITeS 0 - 1 yrs"
NAU_804933, Alibaba Cloud Technical Account Manager,Naukri Listed Company,Delhi, Not Disclosed by Recruiter ," Alibaba Cloud Technical Account Manager Programming & Design  SQL| Oracle| PHP| Linux| MySQL| Db2| Windows| Project management| Weblogic| Python IT Software - Application Programming , Maintenance Internet, Ecommerce 5 - 10 yrs"
NAU_267932, Relationship Manager cum Dealer - Ahmedabad,Naukri Listed Company,"Ahmedabad (Bapunagar, Maninagar, Chandkheda) "," 1,75,000 - 2,50,000 PA. "," Relationship Manager cum Dealer - Ahmedabad Treasury  equity dealer| terminal operator| commodity dealer| dealer| equity advisor| bolt operator| nism Financial Services , Banking , Investments , Insurance Banking, Financial Services, Broking 0 - 2 yrs"
NAU_203847, AVP Sales & Marketing-multiple Properties Hotel-delhi-30 Lakhs Annum,Naukri Listed Company,Delhi NCR," 25,00,000 - 30,00,000 PA. "," AVP Sales & Marketing-multiple Properties Hotel-delhi-30 Lakhs Annum Senior Management  Sales| Avp| Marketing| Hotel Sales Hotels , Restaurants Travel , Hotels , Restaurants , Airlines , Railways 10 - 20 yrs"
NAU_690357," Front Office Executive - Orchids International School, Thane",Naukri Listed Company,Mumbai," 2,00,000 - 2,50,000 PA. "," Front Office Executive - Orchids International School, Thane nan  Communication Skills| receptionist| Front Office| Interpersonal Skills Executive Assistant , Front Office , Data Entry Education, Teaching, Training 1 - 6 yrs"
NAU_707801,SAP FI S/4 HANA Accounting,Naukri Listed Company, Hyderabad, Not Disclosed by Recruiter,"SAP FI S/4 HANA Accounting Programming & Design Supply chain|Business process|Process design|SAP|Production planning|Consulting|Outsourcing|IFRS|Operations|FICO IT Software - ERP , CRM IT-Software / Software Services  5 - 10 Years"
NAU_798851, Excellent Opportunity..!! Hiring for EXL / Frankfinn / Amazon - Neeta,Naukri Listed Company,"Delhi NCR,Noida"," 2,00,000 - 4,00,000 PA. "," Excellent Opportunity..!! Hiring for EXL / Frankfinn / Amazon - Neeta Voice  customer care| customer handling| customer support| customer service| inbound| bpo| calling| fresher| csa| csr| cce| customer care executive| customer service representative| o2c| collections| international voice process| international call center| voice process ITES , BPO , KPO , LPO , Customer Service , Operations BPO, Call Centre, ITeS 0 - 5 yrs"
NAU_140485, Verification Engineer,Naukri Listed Company,Bengaluru, Not Disclosed by Recruiter ," Verification Engineer Programming & Design  Verification Engineer| C| Python| Six Sigma| PMP| .NET| HTML| SQL| Oracle| assembly language| Real Time Operating Systems| website| linux| xml| javascript| ajax| xhtml| jquery IT Software - Embedded , EDA , VLSI , ASIC , Chip Design Recruitment, Staffing 0 - 1 yrs"
NAU_217420, Software Testing Engineer,Naukri Listed Company,"Bengaluru,Bengaluru / Bangalore", Not Disclosed by Recruiter ," Software Testing Engineer Programming & Design  development| j2ee| inter| automation| microsoft| standards| regression| web based applications| agile| functional testing IT Software - QA & Testing IT-Software, Software Services 1 - 2 yrs"
NAU_635940, Blue Collar Hiring - (contractual Staffing / DA Hiring) Only MALE,Naukri Listed Company,Bengaluru, Not Disclosed by Recruiter ," Blue Collar Hiring - (contractual Staffing / DA Hiring) Only MALE HR/ Recruitment / IR  HR Assistance| Hiring| Staffing| Salary| Mass Hiring| Contract Hiring| Volume Hiring| Bulk Hiring| employee engagement| male HR , Recruitment , Administration , IR Recruitment, Staffing 3 - 7 yrs"
NAU_584113, HR Recruiter,Naukri Listed Company,Noida," 1,25,000 - 2,00,000 PA. "," HR Recruiter HR/ Recruitment / IR  Salary| MIS Preparation| Communication Skills| Telephonic| Portal| HR| Bulk Hiring| Shortlisting| Interviewing| Recruitment HR , Recruitment , Administration , IR Recruitment, Staffing 1 - 3 yrs"
NAU_416827," Business Development Manager - Mumbai, Chennai, Bangalore & Pune",Naukri Listed Company,"Bengaluru,Chennai,Mumbai,Pune", Not Disclosed by Recruiter ," Business Development Manager - Mumbai, Chennai, Bangalore & Pune Institutional Sales  Business Development Management| Growth Strategy| Business Research| Customer Satisfaction Sales , Retail , Business Development IT-Software, Software Services 0 - 3 yrs"
NAU_615446, Application Senior Server Designer & Solutions Developer - Java/servle,Naukri Listed Company,"Delhi NCR,Bengaluru", Not Disclosed by Recruiter ," Application Senior Server Designer & Solutions Developer - Java/servle Programming & Design  Javascript| Java| Servlets| XML| SQL| HL7| Database Design| Code Review| Life Cycle| Application Design IT Software - Application Programming , Maintenance IT-Software, Software Services 4 - 6 yrs"
NAU_116373, Senior Full Stack Java Developer - J2ee/spring/hibernate,Naukri Listed Company,Pune, Not Disclosed by Recruiter ," Senior Full Stack Java Developer - J2ee/spring/hibernate Programming & Design  Java| J2EE| Spring| Hibernate| Webservices| RDBMS| Design Patterns| Javascript| OOAD| Application Designing| SQL| PL - SQL IT Software - Application Programming , Maintenance IT-Software, Software Services 5 - 8 yrs"
NAU_304522, Senior Manager Project Management,Naukri Listed Company,Delhi NCR," 15,00,000 - 20,00,000 PA. "," Senior Manager Project Management Project Management  contract management| risk management| project management| project controller| project manager| claim management| hydro power Site Engineering , Project Management Oil and Gas, Energy, Power, Infrastructure 10 - 15 yrs"
NAU_531036, Releationship Manager / SRM - Future Generali - Direct Marketing,Naukri Listed Company,"Mumbai,Pune,Navi Mumbai"," 2,25,000 - 4,00,000 PA. "," Releationship Manager / SRM - Future Generali - Direct Marketing Life Insurance/Financial Services  direct sales| cold calling| customer service| insurance| life insurance| sales| marketing| channel sales| bancassurance| relationship management| rm| bdm| sm| ssm| banking| direct marketing| business development| sales manager| Agency Manager Financial Services , Banking , Investments , Insurance Banking, Financial Services, Broking 2 - 7 yrs"
NAU_875929, Tech Mahindra is Hiring Customer Support For Banking Process,Naukri Listed Company,Navi Mumbai," 1,75,000 - 3,00,000 PA. "," Tech Mahindra is Hiring Customer Support For Banking Process Voice  bpo| voice process| customer service| customer care| communication skills| customer support ITES , BPO , KPO , LPO , Customer Service , Operations BPO, Call Centre, ITeS 0 - 3 yrs"
NAU_831723, Walkin || Assistant Acquisition Manager- Digital Sales || Delhi NCR,Naukri Listed Company,"Gurgaon,Delhi NCR,Delhi,Noida"," 1,75,000 - 2,00,000 PA. "," Walkin || Assistant Acquisition Manager- Digital Sales || Delhi NCR Retail Sales  insurance| process| casa| field marketing| level| business executive| retail sales| local| sales| b2b sales| credit cards| current account| sales officer| Field Sales| relationship| who| direct sales Sales , Retail , Business Development Banking, Financial Services, Broking 0 - 4 yrs"
NAU_630881," Full Stack .NET (.net , C#) Pune Maragrpatta",Naukri Listed Company,Pune," 7,00,000 - 17,00,000 PA. "," Full Stack .NET (.net , C#) Pune Maragrpatta Programming & Design  C#| Responsive Web Design| Html5| Web Technologies| .Net| Web Designing IT Software - Application Programming , Maintenance IT-Software, Software Services 3 - 8 yrs"
NAU_591145, Freshers/ Customer Care Executive/ Inbound Voice Profile/ Field Job,Naukri Listed Company,"Delhi NCR,Ghaziabad,Gurgaon"," 90,000 - 3,00,000 PA. "," Freshers/ Customer Care Executive/ Inbound Voice Profile/ Field Job Voice  night shift| domestic bpo| international bpo| chat process| cce| customer care| call center| kpo| blended process| sales| customer support| marketing| e - commerce| online marketing| fresher| voice process| inbound process| outbound| calling| uk shift ITES , BPO , KPO , LPO , Customer Service , Operations BPO, Call Centre, ITeS 0 - 0 yrs"
NAU_219555, Fullstack Developer Highly Skilled in Java and Angular,Naukri Listed Company,Chennai," 5,00,000 - 9,00,000 PA. "," Fullstack Developer Highly Skilled in Java and Angular Programming & Design  spring| people skills| java| html5| scrum| agile| hibernate| problem management| javascript| jquery IT Software - Application Programming , Maintenance IT-Software, Software Services 5 - 9 yrs"
NAU_155476, Regional Manager - Financial Services Job,Naukri Listed Company,"Noida,Delhi", Not Disclosed by Recruiter ," Regional Manager - Financial Services Job Retail/Personal Banking  Credit Officers| Capital Advisors| Risk Management| Administration| Analysts| Report Generation| Mortgage Advisors| analytical skills Financial Services , Banking , Investments , Insurance Recruitment, Staffing 7 - 10 yrs"
NAU_516411, Sr. Website Designer,Naukri Listed Company,Mumbai, Not Disclosed by Recruiter ," Sr. Website Designer Senior Management  Corel Draw| jQuery| Web designing| Javascript| html5| Photoshop| Conceptualization| CSSFocus Sales , Retail , Business Development Media, Entertainment, Internet 2 - 7 yrs"
NAU_552687, Telephonic Interviews For Top Bpo's with Fixed Shifts. Sal upto 50k.,Naukri Listed Company,"Mumbai,Navi Mumbai,Thane"," 2,25,000 - 5,00,000 PA. "," Telephonic Interviews For Top Bpo's with Fixed Shifts. Sal upto 50k. Voice  BPO| Customer Service| Bpo Non Voice| Chat Process| CSE| IBM| UK| Technical Support| WIPRO| US| SERCO| CSR| CCE| LOOKING| TSE| Voice Process| CCO| Freshers| VOICE| Call Centre| Australian| cso ITES , BPO , KPO , LPO , Customer Service , Operations BPO, Call Centre, ITeS 0 - 5 yrs"
NAU_336219, web application,Naukri Listed Company,Bengaluru, Not Disclosed by Recruiter ," web application Programming & Design  Unix| SQL| Linux| technical| Social media| Network security| HTML| HTTP| monitoring| tools| scripting| application| web| XML| cisco| soap| Python IT Software - Network Administration , Security IT-Software, Software Services 3 - 8 yrs"
NAU_526869, Data Engineer - Ssis/ssas/sql Server,Naukri Listed Company,Mumbai, Not Disclosed by Recruiter ," Data Engineer - Ssis/ssas/sql Server Analytics & BI  Business Intelligence| SSAS| Big Data| SQL Server| Informatica| SSIS| Data Analytics| ETL| AWS| SQL Analytics & Business Intelligence IT-Software, Software Services 2 - 4 yrs"
NAU_211929, Lead Project Controls - Estimation ( TC8867 ),Naukri Listed Company,Gurgaon, Not Disclosed by Recruiter ," Lead Project Controls - Estimation ( TC8867 ) Engineering Design  Copyright| Productivity| Administration| Project estimation| Project management| Contractors| EPC| Engineering Design| Project execution| MAR Engineering Design , R&D Oil and Gas, Energy, Power, Infrastructure 15 - 18 yrs"
NAU_678732, Network Administrator - Routing & Switching,Naukri Listed Company,"Bengaluru,Chennai", Not Disclosed by Recruiter ," Network Administrator - Routing & Switching Programming & Design  Networking| Switching| Routing| Juniper| VPN| Network Administration IT Software - Application Programming , Maintenance IT-Hardware & Networking 6 - 10 yrs"
NAU_988613, Senior SQL Developer,Naukri Listed Company,Hyderabad, Not Disclosed by Recruiter ," Senior SQL Developer Programming & Design  replication| sql queries| performance tuning| triggers| stored procedures| database design| t - sql| ssrs| sql programmer| Crystal Report| ssis IT Software - Application Programming , Maintenance IT-Software, Software Services 4 - 5 yrs"
NAU_989334, Magento Developer,Naukri Listed Company,Chennai, Not Disclosed by Recruiter ," Magento Developer Programming & Design  Backend| Web technologies| RDBMS| OOPS| MySQL| MVC architecture| PHP| E-commerce| Monitoring| Visual Design IT Software - Application Programming , Maintenance Recruitment, Staffing 3 - 8 yrs"
NAU_207999, Design Principal Communication Design,Naukri Listed Company,Bengaluru, Not Disclosed by Recruiter ," Design Principal Communication Design Engineering Design  Usage| Front end| Illustrator| Process improvement| Consulting| Agile| Design management| Photoshop| Adobe| Visual Design Engineering Design , R&D IT-Software, Software Services 10 - 14 yrs"
NAU_301665, Quality Assurance Manager,Naukri Listed Company,Bengaluru, Not Disclosed by Recruiter ," Quality Assurance Manager QA/Testing/Documentation  Javascript| XML| HTML| Hibernate| jQuery| Project management| MS SQL| Manager Quality Assurance| SDLC| Agile IT Software - QA & Testing Education, Teaching, Training 3 - 7 yrs"
NAU_993970, Senior C#/.net Developer,Naukri Listed Company,Hyderabad, Not Disclosed by Recruiter ," Senior C#/.net Developer Programming & Design  html| javascript| css| c#.net| c#| .net| software development| agile| dot net IT Software - Application Programming , Maintenance IT-Software, Software Services 3 - 6 yrs"
NAU_592598, Area Sales Managers-delhi- Building Products Only-project Sales,Naukri Listed Company,Delhi," 3,00,000 - 4,50,000 PA. "," Area Sales Managers-delhi- Building Products Only-project Sales Retail Sales  project sales| marble| tiles| scanner| Area Sales Manager| plywood| building material| sales| sanitary ware Sales , Retail , Business Development Ceramics, Sanitary ware 2 - 4 yrs"
NAU_908536, Software Engineer UI,Naukri Listed Company,Bengaluru, Not Disclosed by Recruiter ," Software Engineer UI Institutional Sales  Customer acquisition| Backend| Sales planning| Sales operations| Bfsi| Sales Director| Sales process| Information technology| Analytics| CRM Sales , Retail , Business Development Advertising, PR, MR, Event Management 10 - 15 yrs"
NAU_847187, Oracle Financial Analyst- SM,Naukri Listed Company,Bengaluru, Not Disclosed by Recruiter ," Oracle Financial Analyst- SM Finance/Audit  Oracle financials| Taxation| Costing| Corporate finance| Variance analysis| Analytics| SQL| Operations| Automation| Business case Accounts , Finance , Tax , Company Secretary , Audit Strategy, Management Consulting Firms 3 - 7 yrs"
NAU_664231, User Experience Designer ,Naukri Listed Company,Mumbai, Not Disclosed by Recruiter ," User Experience Designer  Programming & Design  Consulting| MS Office| Interaction design| Visio| Information architecture| Stakeholder management| Usability testing| User research| User experience design| axure IT Software - Other IT-Software, Software Services 6 - 9 yrs"
NAU_658011, Customer Support,Naukri Listed Company,"Bengaluru,Bangalore", Not Disclosed by Recruiter ," Customer Support Voice  data analysis| Customer Service| Help Desk| Information| Telephony support| customer relationship| access controls| Vendor Management| Asset Management| Intellectual Property| CRM ITES , BPO , KPO , LPO , Customer Service , Operations IT-Software, Software Services 0 - 2 yrs"
NAU_723605, Symbian Embedded Developer,Naukri Listed Company,"Bengaluru,Noida", Not Disclosed by Recruiter ," Symbian Embedded Developer Programming & Design  Windows mobile| VXWorks| global operations| Educational qualification| Operational excellence| level| Business Executive| Marketing Executive| WinCE IT Software - Application Programming , Maintenance Recruitment, Staffing 3 - 8 yrs"
NAU_855654, Female Receptionist,Naukri Listed Company,Gurgaon, Not Disclosed by Recruiter ," Female Receptionist nan  Executive Assistant| Front Office| Data| Office| Executive| Assistant| Secretary| Front| Office Assistant Executive Assistant , Front Office , Data Entry Industrial Products, Heavy Machinery 1 - 3 yrs"
NAU_779817, ASST Mgr-training,Naukri Listed Company,Mumbai, Not Disclosed by Recruiter ," ASST Mgr-training HR/ Recruitment / IR  Assistant Manager| HRD| Email| Supply chain| Freight forwarding| Training needs| Performance management| Budgeting| Forecasting| Com HR , Recruitment , Administration , IR Recruitment, Staffing 15 - 20 yrs"
NAU_209259, Consultant - Retail Sales - Ethnic Wear,Naukri Listed Company,Hyderabad, Not Disclosed by Recruiter ," Consultant - Retail Sales - Ethnic Wear After Sales Service  Retail Sales| Sales| Cross Selling| Visual Merchandising| Up Selling| Consultant Sales , Retail , Business Development Retail, Wholesale 1 - 6 yrs"
NAU_117757, IOS Swift developer,Naukri Listed Company,Bengaluru, Not Disclosed by Recruiter ," IOS Swift developer Programming & Design  TDD| Agile| google maps| Design development| Swift| Sensors| Mobile applications| IOS| Supervision IT Software - Application Programming , Maintenance Automobile, Auto Anciliary, Auto Components 4 - 9 yrs"
NAU_899763, Key Accounts Executive,Naukri Listed Company,Delhi NCR (Kherki Daula) ," 3,00,000 - 5,00,000 PA. "," Key Accounts Executive Retail Sales  Sales Management| Business Development| Key Account Management| Accounting| Account Development| Key Accounts| Negotiation Skills| Customer Service| Cost Management| Communication Skills Sales , Retail , Business Development Automobile, Auto Anciliary, Auto Components 3 - 5 yrs"
NAU_619942, Urgent Opening for Analyst Role with Powai Location,Naukri Listed Company,Mumbai," 5,00,000 - 10,00,000 PA. "," Urgent Opening for Analyst Role with Powai Location Programming & Design  Finance| Hyperion Planning| Essbase| Financial Planning| SQL| Business Rules| SAP BPC| Issue Resolution| Center Of Excellence| Providing Training IT Software - Embedded , EDA , VLSI , ASIC , Chip Design FMCG, Foods, Beverage 3 - 8 yrs"
NAU_742516, Senior Role - Human Resource - Talent Management,Naukri Listed Company,Delhi NCR, Not Disclosed by Recruiter ," Senior Role - Human Resource - Talent Management HR/ Recruitment / IR  Talent Management| Talent Development| Organization Development HR , Recruitment , Administration , IR Banking, Financial Services, Broking 10 - 15 yrs"
NAU_444824,AM - Business Development / Key Account Manager/ Sales ( Eye Care ),Naukri Listed Company,Bengaluru,Openings: 1,"AM - Business Development / Key Account Manager/ Sales ( Eye Care ) Channel Sales partnerships|key account management|customer service|marketing communication|Business Development|new business development|sales Sales , Retail , Business Development NGO / Social Services / Regulators / Industry Associations  3 - 8 Years"
NAU_329307, Manager- Corporate HR,Naukri Listed Company,Mumbai, Not Disclosed by Recruiter ," Manager- Corporate HR HR/ Recruitment / IR  Labor laws| Financial statements| Policies| Compliance| Finance| Reconciliation| Manager Quality Control| Taxation| Data entry| Auditing HR , Recruitment , Administration , IR Recruitment, Staffing 5 - 10 yrs"
NAU_891444, Hiring for Office 365- Pune Location. Immediate Joining,Naukri Listed Company,Pune, Good Incentives ," Hiring for Office 365- Pune Location. Immediate Joining Voice  DNS| DHCP| Active Directory| Exchange Server| Networking| Office 365| cloud| skype| Windows Server| windows administration| windows system admin| Troubleshooting| MS Exchange| Group Policy ITES , BPO , KPO , LPO , Customer Service , Operations BPO, Call Centre, ITeS 1 - 5 yrs"
NAU_622945, Urgent Opening_sr Android Developer/lead_mobiliya Technologies_pune,Naukri Listed Company,Pune, Not Disclosed by Recruiter ," Urgent Opening_sr Android Developer/lead_mobiliya Technologies_pune Programming & Design  Algorithms| Ant| Rest| Maven| JUnit| GIT| Agile Development| Memory Management| JSON| Software Development Methodologies| Android IT Software - Application Programming , Maintenance IT-Software, Software Services 5 - 10 yrs"
NAU_478202, Urgent Vacancy for Lead Verification Engineer- Soc/ip,Naukri Listed Company,"Noida,Bengaluru,Hyderabad"," 4,00,000 - 9,00,000 PA. "," Urgent Vacancy for Lead Verification Engineer- Soc/ip Programming & Design  System Verilog| UVM| Axi| Ahb| SOC Verification| PCIE| Ddr| Formal Verification| Design Verification| USB IT Software - Application Programming , Maintenance IT-Software, Software Services 5 - 10 yrs"
NAU_982011, Sales Executive - Gandhidham,Naukri Listed Company,"Ahmedabad,Gandhidham"," 1,75,000 - 2,50,000 PA. "," Sales Executive - Gandhidham Retail Sales  Metro Rail| Sales| Lead Generation| Corporate Tie - ups| Sourcing| Client Meeting| business development| Head Hunting| Marketing Sales , Retail , Business Development Banking, Financial Services, Broking 0 - 3 yrs"
NAU_465379, Administrator Storage Infrastructure,Naukri Listed Company,Mumbai, Not Disclosed by Recruiter ," Administrator Storage Infrastructure Admin/Maintenance/Security/Datawarehousing  RCA| Customer satisfaction| Trend analysis| Effort estimation| Service| Subject matter expertise| Vendor| Vendor coordination| Hardware troubleshooting IT Software - Network Administration , Security IT-Software, Software Services 3 - 5 yrs"
NAU_814471, Electrical Engineer / MEP Engineer,Naukri Listed Company,Kolkata, Not Disclosed by Recruiter ," Electrical Engineer / MEP Engineer Site Engineering  Real estate construction| HVAC| WTP| Quality standards| Instrumentation| Statutory compliance| Fire protection| Project handling| STP| Electricals Site Engineering , Project Management Real Estate, Property 6 - 11 yrs"
NAU_474559, Technical Lead - Front End Development - Node.js/react.js,Naukri Listed Company,"Delhi NCR,Gurgaon", Not Disclosed by Recruiter ," Technical Lead - Front End Development - Node.js/react.js Programming & Design  react.js| node.js| backend| web technologies| front end| technical design| css3| jquery| angularjs| bootstrap IT Software - Application Programming , Maintenance Accounting, Finance 5 - 9 yrs"
NAU_907133, C/c++ Developer - Java/aws,Naukri Listed Company,Bengaluru, Not Disclosed by Recruiter ," C/c++ Developer - Java/aws Programming & Design  Java| C++| C| Design Patterns| Memory Management| Algorithm| AWS| Data Structure IT Software - Application Programming , Maintenance IT-Software, Software Services 2 - 5 yrs"
NAU_591299, Computer Systems Analyst,Naukri Listed Company,"Mumbai,Hyderabad", Not Disclosed by Recruiter ," Computer Systems Analyst HR/ Recruitment / IR  Data migration| Data management| Silverlight| Consulting| Workflow| Application development| Visual Studio| Business intelligence| Module| SQL HR , Recruitment , Administration , IR Recruitment, Staffing 17 - 21 yrs"
NAU_312798, Location Sales Manager(EIL),Naukri Listed Company,"Mumbai,Pune", Not Disclosed by Recruiter ," Location Sales Manager(EIL) Retail Sales  marketing executive| distributors| customer profiling| sales strategy| market research| Business Development| sales executive Sales , Retail , Business Development Accounting, Finance 3 - 5 yrs"
NAU_174192, Sales and Business Development Manager,Naukri Listed Company,Bengaluru, Not Disclosed by Recruiter ," Sales and Business Development Manager Retail Sales  Direct marketing| Contract management| Corporate sales| Negotiation| Presentation skills| Client interaction| Business Executive| administration| Corporate| Acquisition Sales , Retail , Business Development Banking, Financial Services, Broking 2 - 6 yrs"
NAU_174594, Prt/montessori Teachers for a School at Grt. Noida,Naukri Listed Company,Delhi NCR," 2,50,000 - 4,50,000 PA. "," Prt/montessori Teachers for a School at Grt. Noida Teachers  school| prt| montessori| communication skills| EVS| English teacher| Maths teacher| Computer Teacher Teaching , Education , Training , Counselling Education, Teaching, Training 2 - 7 yrs"
NAU_235649, In-house Event for Tesco for Technical Support Officer/ uk Shifts,Naukri Listed Company,Bengaluru," 3,00,000 - 3,75,000 PA. "," In-house Event for Tesco for Technical Support Officer/ uk Shifts Voice  it support| tech support executive| hp| it| helpdesk| dxc| dell| technical support| service desk| ibm| network support| technical analyst| it helpdesk ITES , BPO , KPO , LPO , Customer Service , Operations BPO, Call Centre, ITeS 0 - 5 yrs"
NAU_218859," Urgent Hiring Telecallers, Teleshop LLP, Bangalore",Naukri Listed Company,Bengaluru, Best in Industry ," Urgent Hiring Telecallers, Teleshop LLP, Bangalore Voice  Inbound| Outbound Process| Calling| Tele Caller| tele sales| Telecalling| telemarketing ITES , BPO , KPO , LPO , Customer Service , Operations BPO, Call Centre, ITeS 1 - 5 yrs"
NAU_840124, Net Promoter Score Lead - Customer Service,Naukri Listed Company,Mumbai, Not Disclosed by Recruiter ," Net Promoter Score Lead - Customer Service Quality  quality assurance| customer experience| service excellence| quality tools| root cause analysis| customer service| continuous improvement| network analysis| performance management ITES , BPO , KPO , LPO , Customer Service , Operations Telcom, ISP 12 - 15 yrs"
NAU_285922, Design Consultant-interior Designing,Naukri Listed Company,Noida," 4,00,000 - 6,00,000 PA. "," Design Consultant-interior Designing Interior Design  Design| 2D| modular furniture| AutoCAD| Detailing| Modular Kitchen| Interior Designing Architecture , Interior Design Internet, Ecommerce 3 - 8 yrs"
NAU_357724, Teamcenter Support Lead,Naukri Listed Company,Bengaluru, Not Disclosed by Recruiter ," Teamcenter Support Lead Programming & Design  Unix| ERP| Project management| oracle| SOA| technical| configuration| Configuration management| testing| cad| Customer support| it| microsoft| tracking| Technical support| sql| PLM| cloud| outsourcing| infrastructure| Consulting| Disaster recovery| support| architecture IT Software - Other IT-Software, Software Services 3 - 6 yrs"
